#;Título;Cliente;Sistema;Criado em;Concluído;Autor;Descrição;Últimas notas
154224;[SANTANDER] [SAC] [TICKET 23949566/REDMINE 154224] - [4430] - BUG BLOQUEIO DE ATIVOS - BASE ASSET;Santander Asset;SAC;26/06/2025 17:27 h;"";Bruno Visconti Guidotte;"Prezados,
Boa tarde.
 
Verificamos que quando ocorre os eventos em ativos, as posições dos Fundos da Asset ficam bloqueados indevidamente o que acaba acarretando reclamação por parte dos Clientes e mais tarde precisamos solicitar a geração de scripts para desbloqueios.
 
Nossa solicitação é que após os eventos as posições já constem como disponível e não bloqueadas.
 
Os eventos que geram esse bug são:
 
Inplit/Split
Subscrição
Conversão
Bonificação
 
N° Chamado: 4430";Após a orientação a usuária entrou em contato afirmando que já alteraram esse parâmetro em outras ocasiões e não tiveram êxito. Alterando o chamado para Não Conformidade. 
154202;[SANTANDER] [SAC] [ZENDESK 23948113 / REDMINE][4429] YS/SAC - Ordenar as informações das colunas - CDA;Santander Asset;SAC;26/06/2025 16:19 h;"";Eduardo Jose dos Santos;"@Eduardo Jose Dos Santos 1 (P) / @SC - CSA - Atendimento YMF, boa tarde!

Poderiam ajustar a opção de ordenar (ao clicar no cabeçalho de alguma coluna) as informações em ordem alfabética (para texto) ou do menor para o maior (para número) da tela de Consulta e Edição do CDA do SAC base Asset, por gentileza? Pois esse processo está funcionando para algumas colunas, mas para outras não ocorre, como por exemplo a coluna <COD_ATIV>, utilizada para identificar os ativos para o processo de ocultação.

Se possível, aplicar esse ajuste para todas as colunas de todos os blocos do CDA.
";""
154174;[BNP][JCOT][JIRA CZBR2SITADM-1490][TICKET 23728260][REDMINE 154174] Erro no processamento de DEV;BNP;JCOT;26/06/2025 14:37 h;"";Eduardo Martins Abdalla Bochour;"_**SOLICITACAO DE ATENDIMENTO DIMENSA**_

**TICKET ZENDESK: 23728260
SOLICITANTE CLIENTE: Caroline O Rodrigues
DATA DA SOLICITAÇÃO DO CLIENTE: 26/06/2025
TICKET EXTERNO: CZBR2SITADM-1490
MÓDULO: JCOT
TRANSAÇÃO: PROCESSAMENTO > FUNDO
TÍTULO DA TAREFA: Erro no processamento de DEV
DESCRIÇÃO DA SOLICITAÇÃO:

Após a instalação do JAVA 17 e seguir as parametrizações enviadas no Redmine https://redmine.totvs.amplis.com.br/issues/151695 no ambiente de homologação (DEV),
o cliente tentou processar o fechamento do fundo 1072076 e não conseguiu finalizar.
Existe alguma relação? Precisam de algo mais para analisar?

Descrição do erro:
ERROR JOB 500399815 SEQ 501773908 THREAD 7/18 Exception: com.sun.xml.ws.client.ClientTransportException: Erro de transporte HTTP: javax.net.ssl.SSLHandshakeException: PKIX path validation failed: java.security.cert.CertPathValidatorException: validity check failed
 
![](clipboard-202506261433-u2pw1.png)

**";""
154171;[BRADESCO]-[JCOT]-[SSTI 187135]-[Redmine ][Ticket 23943724]-[NÍVEL 4]-[Funcionalidade Conferência de Cota do menu Processamento não abre a tela];Bradesco;JCOT;26/06/2025 14:09 h;"";Francisco Bombini Junior;"rezados, Bom dia!
 
Segue abertura de uma nova SSTI:
 
Segue evidências sobre não estarmos conseguindo ter o acesso a tela de processamento:

Como podemos realizar para obtermos o acesso à está tela? Seria um problema ou uma parametrização a ser feita?

Segue em anexo a evidências:
Grato.";""
154142;[ITAÚ] [SAC] ]INC18412565] - Fundo INTRABSO68209 apresenta erro 35 ao processar de modulo de clientes conforme evidência anexa. ;Itaú;SAC;26/06/2025 11:24 h;"";Cibele Gemita Fuentes Lopes ;"_**SOLICITACAO DE ATENDIMENTO DIMENSA**_

**TICKET ZENDESK:23942947
SOLICITANTE CLIENTE:ITau
DATA DA SOLICITAÇÃO DO CLIENTE:26/06/2025
TICKET EXTERNO:INC18412565
MÓDULO:Processamento Cliente
TRANSAÇÃO:cliente
TÍTULO DA TAREFA:Fundo INTRABSO68209 apresenta erro 35 ao processar de modulo de clientes conforme evidência anexa.

DESCRIÇÃO DA SOLICITAÇÃO:**Fundo INTRABSO68209 apresenta erro 35 ao processar de modulo de clientes conforme evidência anexa.
";"Conforme solicitado pelo responsável pelo cadastro de fluxo de lastro / área usuária, enviado script para levantamento dos lastros sem Fluxo de amortização de principal no dia do vencimento do lastro.
"
154125;[BRADESCO] [SAC] [TICKET 23940734/SSTI 187121] - Alteração em lote das denominações das carteiras Resolução CVM 175;Bradesco;SAC;26/06/2025 09:53 h;27/06/2025 13:20 h;Frank De Aquino;Realizar alteração em lote das denominações das carteiras, devido a adaptação à Resolução CVM 175, via script;Após call realizado nesta data com Estela e Beatriz (DAC} e SLA Dimensa (Persio) foi explicado a complexidade de montar um script para alterações nas tabelas do SAC. Foi pontuado os riscos e passado a orientação de como alterar na tela. *************************************************************************************************** SLA DIMENSA após análise verificamos que ao fazermos a alteração do nome na tabela solicitada por Script, as demais tabelas que contém nome, não serão alteradas, pois o Script grava apenas o nome da tabela inserida, por se tratar de várias tabelas o ideal é a inserção em tela que, após confirmar todas as tabelas e relatórios serão atualizados. Qualquer dúvida estamos a disposição na sala do SLA. ***
154103;[SANTANDER] [SAC] [TICKET 23938276/REDMINE 154102] - WH/YS - ALTERAR VALOR TAXA DE REMUNERAÇÃO P/EMPRÉSTIMOS DE RENOVAÇÃO (25/06/25);Santander Custódia;SAC;26/06/2025 05:49 h;26/06/2025 05:59 h;Andrea Aparecida da Silva Santos;"_**SOLICITACAO DE ATENDIMENTO DIMENSA**_

**TICKET ZENDESK: 23938276
SOLICITANTE CLIENTE: SANTANDER
DATA DA SOLICITAÇÃO DO CLIENTE: 26/06/2025
TICKET EXTERNO: 23938276
MÓDULO: RENDA VARIÁVEL
TRANSAÇÃO: OPERAÇÕES\RENDA VARIÁVEL\MOVIMENTO\EMPRÉSTIMOS DE AÇÕES
TÍTULO DA TAREFA: WH/YS - ALTERAR VALOR TAXA DE REMUNERAÇÃO P/EMPRÉSTIMOS DE RENOVAÇÃO (25/06/25)
DESCRIÇÃO DA SOLICITAÇÃO:
-- CUSTÓDIA ( Usuário: Odirlei Marques )
-- Alterar Valor Taxa de Remuneração para os Empréstimos de Renovação Data: 25/06/25
-- Papel  AURE3  De:   0.22  Para:   0.30
-- Papel  DIRR3  De:   0.35  Para:   0.36
-- Papel  ELET6  De:   0.09  Para:   0.07
-- Papel  RECV3  De:   0.84  Para:   0.64";"SELECT * FROM SAC_RV_EMPRESTIMO_ACOES
 WHERE SG_OPERACAO ='R'
   AND DT_MOVIMENTO = '25-JUN-2025'
   AND RVPAP_CD    = 'AURE3'
   AND VL_TX_REMUNERACAO = 0.22;

SELECT * FROM SAC_RV_EMPRESTIMO_ACOES
 WHERE SG_OPERACAO ='R'
   AND DT_MOVIMENTO = '25-JUN-2025'
   AND RVPAP_CD    = 'DIRR3'
   AND VL_TX_REMUNERACAO = 0.35;

SELECT * FROM SAC_RV_EMPRESTIMO_ACOES
 WHERE SG_OPERACAO ='R'
   AND DT_MOVIMENTO = '25-JUN-2025'
   AND RVPAP_CD    = 'ELET6'
   AND VL_TX_REMUNERACAO = 0.09;

SELECT * FROM SAC_RV_EMPRESTIMO_ACOES
 WHERE SG_OPERACAO ='R'
   AND DT_MOVIMENTO = '25-JUN-2025'
   AND RVPAP_CD    = 'RECV3'
   AND VL_TX_REMUNERACAO = 0.84;


UPDATE SAC_RV_EMPRESTIMO_ACOES
   SET VL_TX_REMUNERACAO = 0.30
 WHERE SG_OPERACAO ='R'
   AND DT_MOVIMENTO = '25-JUN-2025'
   AND RVPAP_CD    = 'AURE3'
   AND VL_TX_REMUNERACAO = 0.22;

UPDATE SAC_RV_EMPRESTIMO_ACOES
   SET VL_TX_REMUNERACAO = 0.36
 WHERE SG_OPERACAO ='R'
   AND DT_MOVIMENTO = '25-JUN-2025'
   AND RVPAP_CD    = 'DIRR3'
   AND VL_TX_REMUNERACAO = 0.35;

UPDATE SAC_RV_EMPRESTIMO_ACOES
   SET VL_TX_REMUNERACAO = 0.07
 WHERE SG_OPERACAO ='R'
   AND DT_MOVIMENTO = '25-JUN-2025'
   AND RVPAP_CD    = 'ELET6'
   AND VL_TX_REMUNERACAO = 0.09;

UPDATE SAC_RV_EMPRESTIMO_ACOES
   SET VL_TX_REMUNERACAO = 0.64
 WHERE SG_OPERACAO ='R'
   AND DT_MOVIMENTO = '25-JUN-2025'
   AND RVPAP_CD    = 'RECV3'
   AND VL_TX_REMUNERACAO = 0.84;"
154102;[SANTANDER] [SAC] [TICKET 23938276/REDMINE 154102] - WH/YS - ALTERAR VALOR TAXA DE REMUNERAÇÃO P/EMPRÉSTIMOS DE RENOVAÇÃO (25/06/25);Santander Custódia;SAC;26/06/2025 05:45 h;26/06/2025 06:02 h;Andrea Aparecida da Silva Santos;"_**SOLICITACAO DE ATENDIMENTO DIMENSA**_

**TICKET ZENDESK:
SOLICITANTE CLIENTE: SANTANDER
DATA DA SOLICITAÇÃO DO CLIENTE: 26/06/2025
TICKET EXTERNO:
MÓDULO: RENDA VARIÁVEL
TRANSAÇÃO: OPERAÇÕES\RENDA VARIÁVEL\MOVIMENTO\EMPRÉSTIMOS DE AÇÕES
TÍTULO DA TAREFA: WH/YS - ALTERAR VALOR TAXA DE REMUNERAÇÃO P/EMPRÉSTIMOS DE RENOVAÇÃO (25/06/25)
DESCRIÇÃO DA SOLICITAÇÃO:
-- CUSTÓDIA ( Usuário: Odirlei Marques )
-- Alterar Valor Taxa de Remuneração para os Empréstimos de Renovação Data: 25/06/25
-- Papel  AURE3  De:   0.22  Para:   0.30
-- Papel  DIRR3  De:   0.35  Para:   0.36
-- Papel  ELET6  De:   0.09  Para:   0.07
-- Papel  RECV3  De:   0.84  Para:   0.64";"SELECT * FROM SAC_RV_EMPRESTIMO_ACOES
 WHERE SG_OPERACAO ='R'
   AND DT_MOVIMENTO = '25-JUN-2025'
   AND RVPAP_CD    = 'AURE3'
   AND VL_TX_REMUNERACAO = 0.22;

SELECT * FROM SAC_RV_EMPRESTIMO_ACOES
 WHERE SG_OPERACAO ='R'
   AND DT_MOVIMENTO = '25-JUN-2025'
   AND RVPAP_CD    = 'DIRR3'
   AND VL_TX_REMUNERACAO = 0.35;

SELECT * FROM SAC_RV_EMPRESTIMO_ACOES
 WHERE SG_OPERACAO ='R'
   AND DT_MOVIMENTO = '25-JUN-2025'
   AND RVPAP_CD    = 'ELET6'
   AND VL_TX_REMUNERACAO = 0.09;

SELECT * FROM SAC_RV_EMPRESTIMO_ACOES
 WHERE SG_OPERACAO ='R'
   AND DT_MOVIMENTO = '25-JUN-2025'
   AND RVPAP_CD    = 'RECV3'
   AND VL_TX_REMUNERACAO = 0.84;



UPDATE SAC_RV_EMPRESTIMO_ACOES
   SET VL_TX_REMUNERACAO = 0.30
 WHERE SG_OPERACAO ='R'
   AND DT_MOVIMENTO = '25-JUN-2025'
   AND RVPAP_CD    = 'AURE3'
   AND VL_TX_REMUNERACAO = 0.22;

UPDATE SAC_RV_EMPRESTIMO_ACOES
   SET VL_TX_REMUNERACAO = 0.36
 WHERE SG_OPERACAO ='R'
   AND DT_MOVIMENTO = '25-JUN-2025'
   AND RVPAP_CD    = 'DIRR3'
   AND VL_TX_REMUNERACAO = 0.35;

UPDATE SAC_RV_EMPRESTIMO_ACOES
   SET VL_TX_REMUNERACAO = 0.07
 WHERE SG_OPERACAO ='R'
   AND DT_MOVIMENTO = '25-JUN-2025'
   AND RVPAP_CD    = 'ELET6'
   AND VL_TX_REMUNERACAO = 0.09;

UPDATE SAC_RV_EMPRESTIMO_ACOES
   SET VL_TX_REMUNERACAO = 0.64
 WHERE SG_OPERACAO ='R'
   AND DT_MOVIMENTO = '25-JUN-2025'
   AND RVPAP_CD    = 'RECV3'
   AND VL_TX_REMUNERACAO = 0.84;

"
154100;[BNY] [SAC] [REDMINE 154100 ] - LIQUIDACAO D-1 / D+0 E D+1 - ELETRONICO D+0 SEM POSICAO NO A VISTA. - TOMADOR;BNY Mellon;SAC;26/06/2025 04:45 h;"";Markus Leon Schvartzman;"Descrição

SOLICITANTE CLIENTE: Reffania
DATA DA SOLICITAÇÃO DO CLIENTE: 02/06/2.025
MÓDULO: Renda Variável
TRANSAÇÃO: Operações\ Renda variável \ Empréstimos de Ações \ Movimento
TÍTULO DA TAREFA: LIQUIDACAO D-1 / D+0 E D+1 - ELETRONICO D+0 SEM POSICAO NO A VISTA. - TOMADOR
DESCRIÇÃO DA SOLICITAÇÃO:
O SAC deve baixar a quantidade liquidada e gerar direitos a restante no a vista e BTC
O SAC deve manter a posição dos direitos congeladas e apenas desbloqueá-los";"No dia 24/06/2024 teve restore da base DESENV e foi perdida a evidência.
Segue a nova evidência."
154095;[SANTANDER] [SAC] [TICKET 23938104/REDMINE 154095] - YS/SAC - Localizem a movimentação que acusou erro.(BOVA11)(FDO.SCSB0963);Santander Asset;SAC;26/06/2025 00:22 h;26/06/2025 03:47 h;Andrea Aparecida da Silva Santos;"_**SOLICITACAO DE ATENDIMENTO DIMENSA**_

**TICKET ZENDESK: 23938104
SOLICITANTE CLIENTE: SANTANDER
DATA DA SOLICITAÇÃO DO CLIENTE:
TICKET EXTERNO: 23938104
MÓDULO:RENDA VARÁVEL
TRANSAÇÃO: OPERAÇÕES/RENDA VARIÁVEL/MOVIMENTO/EMPRÉSTIMO DE ACOES
TÍTULO DA TAREFA:YS/SAC - Localizem a movimentação que acusou erro.(BOVA11)(FDO.SCSB0963)
DESCRIÇÃO DA SOLICITAÇÃO:
-- Fundo SCSB0963
-- Base Asset
-- PAPEL BOVA11 
-- PROBLEMA: Localizem a movimentação que acusou erro.";"SELECT ID_MOVIMENTO 
  FROM SAC_RV_EMPRESTIMO_ACOES
 WHERE CLCLI_CD = 'SCSB0963'
   AND RVPAP_CD ='BOVA11'    ;

SELECT * FROM SAC_RV_EM_POS
WHERE DT_POSICAO = '24-JUN-2025'
  AND ID_MOVIMENTO IN ( SELECT ID_MOVIMENTO 
                          FROM SAC_RV_EMPRESTIMO_ACOES
                         WHERE CLCLI_CD = 'SCSB0963'
                           AND RVPAP_CD ='BOVA11' 
                           AND ID_MOVIMENTO  IN (1053097,1053087,1053085,
                                        1053083,1053081,1053079,1046367 )   )
ORDER  BY ID_MOVIMENTO;

SELECT * FROM SAC_RV_EMPRESTIMO_ACOES
WHERE DT_MOVIMENTO = '24-JUN-2025'
  AND CLCLI_CD = 'SCSB0963'
  AND RVPAP_CD ='BOVA11'  
 AND ID_MOV_ORIG_RENOV_ANTEC IS NULL
  AND SG_OPERACAO = 'D'
  ORDER BY ID_OPERACAO_EMPR_ACOES;

SELECT  *
  FROM SAC_RV_EMPRESTIMO_ACOES
 WHERE ID_MOVIMENTO  = 1053079
   OR ID_OPERACAO_EMPR_ACOES = 1053079;

UPDATE SAC_RV_EMPRESTIMO_ACOES
SET QT_MOVIMENTADA = 596
WHERE ID_MOVIMENTO = 1055532 AND DT_MOVIMENTO = TO_DATE ('06/24/2025', 'MM/DD/YYYY');"
154093;[SANTANDER] [SAC] [TICKET23938008/REDMINE 154093] - WH/SAC - EXCLUSÃO DE MOVIMENTO DE FUTUROS;Santander Custódia;SAC;25/06/2025 23:57 h;26/06/2025 03:51 h;Andrea Aparecida da Silva Santos;"_**SOLICITACAO DE ATENDIMENTO DIMENSA**_

**TICKET ZENDESK: 23938008
SOLICITANTE CLIENTE:SANTANDER
DATA DA SOLICITAÇÃO DO CLIENTE:25/06/2025
TICKET EXTERNO: 23938008
MÓDULO:FUTUROS
TRANSAÇÃO:OPERAÇÕES/FUTUROS/MOVIMENTO
TÍTULO DA TAREFA: WH/SAC - EXCLUSÃO DE MOVIMENTO DE FUTUROS
DESCRIÇÃO DA SOLICITAÇÃO:
-- Exclusão de Movimento de Futuros 
-- CUSTÓDIA ( Usuário:Eduardo Matheus )
-- Carteira TCES115961   Data: 24/06/25";"SELECT * FROM SAC_FU_MOV
 WHERE CLCLI_CD = 'TCES115961'
   AND DT = '24-JUN-2025';

DELETE FROM SAC_FU_MOV
 WHERE CLCLI_CD = 'TCES115961'
   AND DT = '24-JUN-2025';"
154090;[BNY][SAC] [TICKET 23932616 / REDMINE 154090] - TAXA DE ADMINISTRACAO CALCULADA INCORRETAMENTE;Dimensa;SAC;25/06/2025 21:43 h;"";Marcio Henrique Silverio Neves;"_**SOLICITACAO DE ATENDIMENTO DIMENSA**_

**TICKET ZENDESK: 23932616
SOLICITANTE CLIENTE: Luis Tassi
DATA DA SOLICITAÇÃO DO CLIENTE: 25/06/2025
TICKET EXTERNO: 
MÓDULO: RELATORIOS
TRANSAÇÃO: Relatorios>Clientes>Taxas>Administração>Memoria de Calculo - Novo Modulo
TÍTULO DA TAREFA: [BNY][SAC] [TICKET 23932616] - TAXA DE ADMINISTRACAO CALCULADA INCORRETAMENTE
DESCRIÇÃO DA SOLICITAÇÃO:
Identificamos que a taxa de adminsitração não está sendo calculada adequadamente quando o valor do Patrimônio Líquido é negativo, havendo no cadastro das respecivas taxas o valor fixo e valor mínimo.
Embora o valor do Patrimônio seja negativo e não ter que calcular a apropriar sobre o percentual da taxa, o SAC deve apropriar o valor mínimo e o valor fixo, quando houver esta informação no cadatro da taxa.
Este critério deve ser aplicado sobre todas as taxas existentes no ?Motor de Cálculo? de taxas sobre os ativos (taxa de administração, taxa de custódia, taxa de gestão e taxa de distribuição).";""
154086;[SANTANDER] [SAC] [TICKET 23937700/REDMINE 154086] - Exclusão dev. BTC TOTS3 Asset;Santander Asset;SAC;25/06/2025 19:57 h;26/06/2025 14:07 h;Bruno Visconti Guidotte;"Usuária Francinete solicitou a exclusão de duas operações que estavam impactando o processamento dos fundos: 
 
 
Asset 0201 - devolução de BTC - 1055432
 
 
Asset 0152 - devolução de BTC - 1055546
 ";"
Script:
DELETE FROM SAC.SAC_RV_EMPRESTIMO_ACOES
WHERE ID_MOVIMENTO = 1055432 AND DT_MOVIMENTO = TO_DATE ('06/24/2025', 'MM/DD/YYYY');

DELETE FROM SAC.SAC_RV_EMPRESTIMO_ACOES
WHERE ID_MOVIMENTO = 1055546 AND DT_MOVIMENTO = TO_DATE ('06/24/2025', 'MM/DD/YYYY');


Rollback:
INSERT INTO SAC.SAC_RV_EMPRESTIMO_ACOES (ID_MOVIMENTO, DT_MOVIMENTO, ID_OPERACAO_EMPR_ACOES, SG_OPERACAO, IC_TIPO_MOVIMENTO, CLCLI_CD, RVPAP_CD, QT_MOVIMENTADA, IC_COTACAO_LIQUIDACAO, IC_RECEBIMENTO_PERIODICO, SG_PERIODICIDADE, DD_DIAS_RECEBIMENTO, IC_DEVOLUCAO_ANTECIPADA, DT_DEVOLUCAO_ANTECIPADA, RVCOR_CD_AGENTE, RVCOR_CD, VL_TX_COMISSAO, VL_TX_REMUNERACAO, DD_DIAS_PRAZO, DT_VENCIMENTO, IC_MTM, SG_CURVA_MTM, ID_OFERTA, DT_OFERTA, ID_BLOQUEIO, ID_CONTA, ID_MOV_ORIGINAL, SG_STATUS_PROVENTO, ID_MOV_ORIG_PROV, DT_DEPOSITO, DT_EX_PROVENTO, DT_CRED_RECIBO, CD_ESTRATEGIA_MOV, DT_BASE_PROVENTO, ID_MT, ID_MT_SEQ_B, IC_MOV_VINCULADO, ID_MOV_ORIG_VINC, IC_EMPR_COMPULSORIO, IC_EMPR_AUTOMATICO, IC_EMPR_INADIMPLENTE, IC_EMPR_ORIG_INADIMP, ID_MOV_ORIG_INADIMP, SG_CONVERSAO, VL_PGTO_FRACAO, QT_FRACAO, ID_MOTIVO, RVCOR_CD_CUST_FISICA, VL_APR_POS_DTLIQ, VL_APR_NEG_DTLIQ, VL_APR_POS_ACUM_DTLIQ, VL_APR_NEG_ACUM_DTLIQ, VL_VAR_APROP_DTLIQ, RVCOR_CD_ORIGINAL, DT_LIQ_FISICA_IPN, NO_CONTRATO, IC_MOV_ORIG_RENOV_ANTEC, ID_MOV_ORIG_RENOV_ANTEC, SG_MODALIDADE_CONTRATO, IC_TIPO_COMISSAO, VL_FIXO, IC_DIRETO)
VALUES (1055432, TO_DATE ('06/24/2025', 'MM/DD/YYYY'), 1053110, 'D', 'D', '0201', 'TOTS3', 71, 'I', 'N', NULL, 28, 'S', TO_DATE ('06/17/2025', 'MM/DD/YYYY'), 'SANTCCVM', 'SANTCCVM', 0.058, 0.58, 23, TO_DATE ('07/25/2025', 'MM/DD/YYYY'), 'N', NULL, NULL, NULL, NULL, NULL, NULL, NULL, 1053110, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, 'N', 'N', 'N', 'N', NULL, NULL, NULL, NULL, NULL, 'SANTCCVM', 2913.84, 0, 2963.4, 0, 49.55999999999949, NULL, TO_DATE ('06/25/2025', 'MM/DD/YYYY'), NULL, 'S', NULL, 'RE', 'A', 0, 'N');

INSERT INTO SAC.SAC_RV_EMPRESTIMO_ACOES (ID_MOVIMENTO, DT_MOVIMENTO, ID_OPERACAO_EMPR_ACOES, SG_OPERACAO, IC_TIPO_MOVIMENTO, CLCLI_CD, RVPAP_CD, QT_MOVIMENTADA, IC_COTACAO_LIQUIDACAO, IC_RECEBIMENTO_PERIODICO, SG_PERIODICIDADE, DD_DIAS_RECEBIMENTO, IC_DEVOLUCAO_ANTECIPADA, DT_DEVOLUCAO_ANTECIPADA, RVCOR_CD_AGENTE, RVCOR_CD, VL_TX_COMISSAO, VL_TX_REMUNERACAO, DD_DIAS_PRAZO, DT_VENCIMENTO, IC_MTM, SG_CURVA_MTM, ID_OFERTA, DT_OFERTA, ID_BLOQUEIO, ID_CONTA, ID_MOV_ORIGINAL, SG_STATUS_PROVENTO, ID_MOV_ORIG_PROV, DT_DEPOSITO, DT_EX_PROVENTO, DT_CRED_RECIBO, CD_ESTRATEGIA_MOV, DT_BASE_PROVENTO, ID_MT, ID_MT_SEQ_B, IC_MOV_VINCULADO, ID_MOV_ORIG_VINC, IC_EMPR_COMPULSORIO, IC_EMPR_AUTOMATICO, IC_EMPR_INADIMPLENTE, IC_EMPR_ORIG_INADIMP, ID_MOV_ORIG_INADIMP, SG_CONVERSAO, VL_PGTO_FRACAO, QT_FRACAO, ID_MOTIVO, RVCOR_CD_CUST_FISICA, VL_APR_POS_DTLIQ, VL_APR_NEG_DTLIQ, VL_APR_POS_ACUM_DTLIQ, VL_APR_NEG_ACUM_DTLIQ, VL_VAR_APROP_DTLIQ, RVCOR_CD_ORIGINAL, DT_LIQ_FISICA_IPN, NO_CONTRATO, IC_MOV_ORIG_RENOV_ANTEC, ID_MOV_ORIG_RENOV_ANTEC, SG_MODALIDADE_CONTRATO, IC_TIPO_COMISSAO, VL_FIXO, IC_DIRETO)
VALUES (1055546, TO_DATE ('06/24/2025', 'MM/DD/YYYY'), 1053106, 'D', 'D', '0152', 'TOTS3', 14312, 'I', 'N', NULL, 28, 'S', TO_DATE ('06/17/2025', 'MM/DD/YYYY'), 'SANTCCVM', 'SANTCCVM', 0.058, 0.58, 23, TO_DATE ('07/25/2025', 'MM/DD/YYYY'), 'N', NULL, NULL, NULL, NULL, NULL, NULL, NULL, 1053106, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, 'N', 'N', 'N', 'N', NULL, NULL, NULL, NULL, NULL, 'SANTCCVM', 587364.48, 0, 598220.64, 0, 10856.15999999992, NULL, TO_DATE ('06/25/2025', 'MM/DD/YYYY'), NULL, 'S', NULL, 'RE', 'A', 0, 'N');

"
154079;[SANTANDER] [SLM] [TICKET 23937181/ REDMINE 154079] - WH/SLM - Aumentar o campo da tela do E-financeiro ;Santander Custódia;SLM;25/06/2025 18:06 h;26/06/2025 16:22 h;Saulo Loureiro;"_**SOLICITACAO DE ATENDIMENTO DIMENSA**_

**TICKET ZENDESK: 23937181
SOLICITANTE CLIENTE:
DATA DA SOLICITAÇÃO DO CLIENTE: 25/06/2025
TICKET EXTERNO: 23937181
TÍTULO DA TAREFA: WH/SLM - Aumentar o campo da tela do E-financeiro 
DESCRIÇÃO DA SOLICITAÇÃO:**
Solicitação do aumento do tamanho do campo, conforme explicação no arquivo - E-financeiro ";Aceite dado, conforme arquivo anexado.
154062;[BANRISUL ASSET] [SAC] [154062/23935753] - PROCESSAMENTO LIQUIDAÇÃO ALUGUEL DE AÇÕES;Banrisul Asset;SAC;25/06/2025 17:02 h;"";Nilton Marcelo Silveira;"_**SOLICITACAO DE ATENDIMENTO DIMENSA**_

**TICKET ZENDESK: 23935753
SOLICITANTE CLIENTE: BANRISUL ASSET
DATA DA SOLICITAÇÃO DO CLIENTE: 23/06/2025
TICKET EXTERNO: 8525269
MÓDULO: SAC
TRANSAÇÃO: Processamento > Processamento Geral
TÍTULO DA TAREFA: PROCESSAMENTO LIQUIDAÇÃO ALUGUEL DE AÇÕES
DESCRIÇÃO DA SOLICITAÇÃO:**

Após liquidar antecipadamente um contrato de BTC, a operação não baixa da posição do fundo e o valor a receber referente à liquidação não aparece no caixa.

Situação já reportada no Redmine 123780. Favor consultar.

Grato.
Nilton Marcelo Silveira
";""
154025;[SANTANDER] [SAC] [TICKET 23926488/REDMINE 154025] - [4428] - EXCLUIR OPERAÇÃO VIA SCRIPT - CUST1607 SANTANDER HERMES;Santander Custódia;SAC;25/06/2025 14:17 h;25/06/2025 15:37 h;Bruno Visconti Guidotte;"
Preciso que seja excluída a operação automática abaixo de termo de RF, da carteira do CUST1607 SANTANDER HERMES:
";Script aprovado e executado
154020;[SANTANDER] [SAC] [TICKET 22946994/ REDMINE 154020] - [SINCRONISMO] - WH/SAC - BVBG 028 - Envio de Pacote - Importação do Cadastro de Ativos via Componente;Santander Custódia;SAC;25/06/2025 13:52 h;"";Saulo Loureiro;"_**SOLICITACAO DE ATENDIMENTO DIMENSA**_

**TICKET ZENDESK: 22946994
SOLICITANTE CLIENTE: SANTANDER
DATA DA SOLICITAÇÃO DO CLIENTE: 18/03/2025
TICKET EXTERNO: 22946994
MÓDULO: RENDA VARIÁVEL / FUTUROS
TÍTULO DA TAREFA: [SINCRONISMO] - WH/SAC - Envio de Pacote - Importação do Cadastro de Ativos via Componente
DESCRIÇÃO DA SOLICITAÇÃO:**

Boa noite.
 
Favor encaminhar todos os arquivos do caminho abaixo para o SLA do Santander (Custódia).

CLIENTE.............: Santander Asset
SISTEMA.............: SAC
VERSÃO..............: Cliente 5.202503_009_CVM175
MOTIVO..............: Envio de Pacote (SAC e Componente)
DESCRIÇÃO...........: Importação do Cadastro de Ativos via Componente [COM].
CAMINHO DO PACOTE...: G:\Drives compartilhados\SP - TFS Nucleo Técnico\Adm. de Compilações\TFS-SAC\2012.L.02 - Santander Custodia\BVBG28
POSSUI SCRIPT.......: Sim

Arquivos também anexado no diretório:

\\Fsysdawbr001\ymf\TOTVS\Evidências\SAU\10780";"Após conversa com o Matheus e Alexandres em 27/06, ficou combinado de verificarem uma forma melhor de disponibilizarem o componente.
Sendo assim, aguardando retorno para homologação. "
154006;[BRADESCO] [SAC] [TICKET 23923830/SSTI 187104] - Necessário clonagem de usuários para validar cargas do XML Anbid;Bradesco;SAC;25/06/2025 12:10 h;26/06/2025 09:10 h;Frank De Aquino;Necessário clonagem de usuários para validar cargas do XML Anbid;Boa tarde, favor retificar o sistema para esta SSTI de SAC para SAT e redirecionar o atendimento para a equipe SAT através do DS (Osni) Obrigado
154002;[ITAÚ] [SAC] [INC16197710] - Algumas operações referente eventos de renda fixa tiveram o seu valor alterado.;Itaú;SAC;25/06/2025 11:54 h;"";Marco Aurelio Moler;"o Itaú solicita uma notificação no Sistema, informando que o usuário está excluindo 
uma informação relevante do cadastro do Lastro do Ativo de RF. 
A questão é se temos esta informação em outra casa? 
Podemos implementar esta questão pelo SLA? 
Aguardamos a confirmação e orientação para atender o Itaú.";""
